,date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
1693,2023-08-21,198871,1811,40870,154047,199400,229676,51939,110179,10645,1912,9039,8592,0
1694,2023-08-22,202943,2072,41074,158572,210387,246448,53310,116018,8758,2102,7906,8158,0
1695,2023-08-23,208820,1578,40205,160366,214731,252884,53216,117867,9176,3428,8437,8546,0
1696,2023-08-24,201440,1512,39884,159491,209635,246224,53014,115128,10870,4187,10849,8886,0
1697,2023-08-25,202975,1685,41880,166331,212615,242579,54798,114501,13236,5139,13606,9523,0
1698,2023-08-26,145581,1413,34485,115171,151418,146511,45798,70001,12549,6008,13542,8620,0
1699,2023-08-27,132263,1415,37746,95205,129276,127873,41547,57627,12627,5624,15334,7264,0
1700,2023-08-28,187606,1177,39738,151161,173782,231908,53894,104791,12471,5480,13035,8764,0
1701,2023-08-29,189310,1330,36934,160390,217404,256027,56469,116240,12507,5732,13315,8706,0
1702,2023-08-30,200549,1445,39184,180258,238963,280470,62345,127782,12980,6451,17998,9233,0
1703,2023-08-31,195968,1841,37910,126266,171105,165805,55505,106206,12937,6954,15560,9726,0
1704,2023-09-01,181010,2060,39546,144989,190824,210958,55139,96878,12880,6443,15171,9170,0
1705,2023-09-02,145088,2254,36201,109734,144510,135639,43543,65990,12588,6814,14945,9132,0
1706,2023-09-03,137382,2336,38954,94648,120688,115149,37293,53757,13057,4569,15575,8168,0
1707,2023-09-04,198463,2634,38120,153973,200593,228323,50667,111556,11250,2348,9511,9195,0
1708,2023-09-05,207170,2431,40677,160965,215465,250816,53200,119307,9045,1992,8361,9295,0
1709,2023-09-06,206791,2777,41353,162466,220580,256737,54268,121364,8576,2028,8403,9522,0
1710,2023-09-07,206995,3235,40837,162063,219696,251881,55193,119840,10119,3189,10362,9690,0
1711,2023-09-08,203138,3161,42084,161362,216054,242112,56237,113876,12146,4728,13107,9836,0
1712,2023-09-09,147384,2507,37190,123587,158258,149557,51755,73090,11427,5202,11573,8904,0
1713,2023-09-10,142452,2582,39384,105562,136816,130885,48423,60038,11900,3935,12536,7607,0
1714,2023-09-11,205586,2800,39507,157865,207620,237034,51266,114692,10530,2297,9454,8598,0
1715,2023-09-12,213383,2617,40971,162603,219123,253835,53050,121407,8031,2052,8472,8479,0
1716,2023-09-13,213494,2779,40401,164264,221451,259750,53462,122603,9037,2020,8578,8463,0
1717,2023-09-14,208610,2727,39361,161769,216144,255083,53424,119665,10803,3737,11401,9011,0
1718,2023-09-15,206781,2857,42030,164722,218648,241988,57763,115343,12315,5174,15048,9575,0
1719,2023-09-16,142726,2760,40809,116146,175551,171404,51784,70764,11937,6190,13735,8912,0
1720,2023-09-17,131004,2334,38196,96759,129963,120994,39989,57015,12092,5132,13832,7321,0
1721,2023-09-18,207880,2815,40328,157074,205731,235237,51361,115243,11300,2159,9905,8705,0
1722,2023-09-19,213262,2644,41157,163811,219299,257218,52439,123396,8866,2031,8284,8342,0
1723,2023-09-20,213358,2237,40981,164254,221684,260235,53074,122665,9038,1980,8030,8490,0
1724,2023-09-21,211389,2216,36607,162734,217425,254011,52842,121973,10068,3037,9594,8785,0
1725,2023-09-22,202131,2519,41693,163194,214789,243528,55096,116935,11594,4211,12234,9405,0
1726,2023-09-23,143275,1906,35164,110680,146378,138337,42682,68714,11413,5063,10640,8267,0
1727,2023-09-24,134492,1395,34590,93123,125473,117086,38431,56237,11483,3843,12413,7088,0
1728,2023-09-25,205073,1949,36315,158798,208066,238390,51868,117553,10689,2161,9385,8686,0
1729,2023-09-26,212377,2000,40609,163203,218760,255331,52453,122136,9675,2332,8846,8264,0
1730,2023-09-27,215279,2344,41377,168906,230271,262935,54867,125977,11453,4545,14649,8581,0
1731,2023-09-28,129230,1404,33451,99592,139344,135230,42603,63628,11908,6129,12950,9621,0
1732,2023-09-29,189782,2018,41440,155834,201758,229233,55880,105642,12100,5599,13738,9543,0
1733,2023-09-30,136982,1849,38018,117356,153374,163281,49665,70166,11883,6183,14000,8718,0
1734,2023-10-01,132583,2071,39497,102970,130337,130356,43405,58121,12259,5504,15139,7266,21060
1735,2023-10-02,197170,2185,41449,159335,207806,236388,53139,116341,11200,2540,10244,8580,26606
1736,2023-10-03,214822,2230,41002,164939,218968,256508,53590,123156,9096,2141,8732,8281,28077
1737,2023-10-04,215891,2327,40419,165967,223461,260010,53911,124847,8331,2052,8399,8316,29256
1738,2023-10-05,216309,2220,41036,164723,220672,256480,54863,122200,10293,3340,11347,9213,30953
1739,2023-10-06,210951,2774,43496,168200,223259,249901,58543,119597,12052,4794,14493,9492,35232
1740,2023-10-07,152410,2606,38441,117280,162195,149888,49072,72613,11744,5703,14117,8436,26991
1741,2023-10-08,150520,2863,42967,104194,139692,131443,45088,62219,11963,4482,15350,7016,28638
1742,2023-10-09,215260,2061,41877,160677,212177,238280,53553,118494,10669,2323,10032,8513,37903
1743,2023-10-10,214916,2320,41140,163932,219206,257111,54416,122459,8981,2560,9189,8241,37635
1744,2023-10-11,218530,2146,41014,164959,222963,259229,54761,123326,8777,2445,8918,8188,38033
1745,2023-10-12,218735,2099,40828,161817,216843,255148,53359,122140,10622,4118,13409,8788,39009
1746,2023-10-13,217182,2452,42934,197735,227614,254238,57231,125479,12396,4685,17034,9320,47348
1747,2023-10-14,152043,1941,38832,111920,156597,147492,46244,72343,11894,5778,13658,8215,26544
1748,2023-10-15,142189,2301,39804,98380,133737,125136,41828,60683,12140,3702,15269,7225,27104
1749,2023-10-16,216158,1986,39040,161959,211664,242090,52511,119733,10953,2157,10217,8665,37854
1750,2023-10-17,218465,2092,40466,187016,223358,257936,54061,126318,8405,1946,8564,8301,39601
1751,2023-10-18,223044,1928,41677,167017,225107,263026,54989,126348,8859,2118,9053,8357,38664
1752,2023-10-19,218519,2022,41077,166233,221843,260680,55572,124608,10464,3191,12180,8712,38817
1753,2023-10-20,214167,2860,44097,167968,222792,254227,57816,121760,12033,4498,15103,9332,43979
1754,2023-10-21,147371,2251,37636,112580,154097,146632,45281,72141,11701,5785,13376,8275,25678
1755,2023-10-22,141782,2228,38505,102503,135134,133302,41331,61350,12203,3799,14323,6880,28119
1756,2023-10-23,214192,2707,42182,160945,209230,241915,53884,119745,10814,1972,10349,8388,37916
1757,2023-10-24,220406,2267,40902,169839,222391,259416,56513,125597,8741,1785,8880,7900,37869
1758,2023-10-25,222492,2694,41793,165138,225776,262082,57709,126379,8794,1949,9191,8075,38093
1759,2023-10-26,220487,2107,41342,164608,222732,257185,57354,124290,10453,4761,12855,8565,39318
1760,2023-10-27,215045,1957,43604,165783,220655,250659,60189,122665,12201,4770,14957,9343,45496
1761,2023-10-28,153172,3518,36048,115211,161488,168030,48649,79580,11943,5975,13143,8263,28931
1762,2023-10-29,137132,3144,37243,98246,133218,129694,41459,60780,12189,4177,14827,7165,27490
1763,2023-10-30,211987,2858,41161,158224,210083,236468,55086,118934,10772,1916,10313,8472,37853
1764,2023-10-31,217217,2936,41925,163126,222064,253988,57028,125416,8511,1779,8677,8113,36986
1765,2023-11-01,222202,2290,41872,166517,228310,260585,57820,128264,8665,1944,8744,8250,37742
1766,2023-11-02,220954,2682,41088,164381,224221,254647,58274,126047,11223,3047,11704,8519,40129
1767,2023-11-03,215206,2677,43933,167152,226627,248645,59913,123105,12198,4747,14670,9371,43955
1768,2023-11-04,155741,2930,39313,119716,161983,150292,49301,75725,11446,5727,13309,8379,27100
1769,2023-11-05,147625,2564,42395,104440,138307,129068,45456,62474,12390,3803,14116,7178,26709
1770,2023-11-06,217498,3666,41601,162582,213142,241351,55950,121885,10834,1838,10073,8553,37828
1771,2023-11-07,221617,3465,42641,168981,226412,261146,59216,128837,8993,2147,9183,8375,38254
1772,2023-11-08,228618,3126,43637,172189,233012,265948,59150,130169,10372,2708,10381,8472,39638
1773,2023-11-09,228881,3289,42168,171653,229465,260325,59143,129030,13075,4798,17015,9505,45633
1774,2023-11-10,219109,4240,46266,175560,231094,250724,61061,125915,14260,6468,20495,9469,57551
1775,2023-11-11,171046,2238,40057,125150,175168,162248,58189,77321,13398,6677,15040,8907,35421
1776,2023-11-12,189925,3212,46745,118480,176579,165194,65967,73681,12670,7072,14187,8431,38398
1777,2023-11-13,132144,1761,37008,101664,145236,134013,46834,65333,13119,6656,17507,8072,35651
1778,2023-11-14,193438,2232,39884,152628,208500,232587,55153,112376,12279,3769,13831,8473,40895
1779,2023-11-15,210302,3213,41652,162135,222189,249036,57107,123672,11341,2597,10570,8518,38234
1780,2023-11-16,213699,2862,42049,173089,220302,247627,56599,124752,11113,3697,11177,9117,36964
1781,2023-11-17,209492,3228,43385,160067,217589,238037,57383,120289,11991,4380,12891,9278,39661
1782,2023-11-18,153562,2236,38138,112646,155312,145501,46432,74150,11898,5326,12778,8495,25587
1783,2023-11-19,144103,2275,38850,96012,130333,123975,41568,59509,12149,4004,14289,7212,28581
1784,2023-11-20,220081,2476,41637,160409,212391,241405,55532,125038,11139,2168,10339,8895,38334
1785,2023-11-21,225885,3030,42001,165504,225020,260150,58940,131249,9652,1909,9017,8479,38484
1786,2023-11-22,222230,3051,42818,250614,235772,272525,62450,139113,9892,2104,8947,8733,38458
1787,2023-11-23,222371,2441,41986,168627,229179,263220,62398,130845,10996,3550,11848,9199,40654
1788,2023-11-24,224005,2651,44670,170630,232343,260425,62591,130708,12167,3595,14532,9638,45466
1789,2023-11-25,152673,2629,39624,118685,167477,156854,51628,79434,12060,4533,12988,8656,28672
1790,2023-11-26,148978,2843,40942,102424,143060,133373,46357,64832,11950,3585,14074,7456,28411
1791,2023-11-27,218024,2905,41244,161414,216086,244234,56140,125997,11489,2238,10555,8813,39079
1792,2023-11-28,220515,2672,42835,166671,228154,259900,59051,132983,10038,2267,9335,8656,38575
1793,2023-11-29,224901,2733,42225,166895,243952,263619,58403,140546,9853,2357,9305,8859,37899
1794,2023-11-30,220509,2714,42516,165275,236369,253598,59321,137403,11005,3424,12588,9546,38630
1795,2023-12-01,218606,2937,45585,168552,247693,248375,61845,140846,12464,3723,14604,9695,43411
1796,2023-12-02,154708,2171,40746,121162,210683,156112,52745,102086,11825,4636,13108,8704,29447
1797,2023-12-03,150965,2272,41731,107791,182682,134888,49677,86778,12135,3581,14828,7653,29558
1798,2023-12-04,216708,2791,42222,158852,225714,240874,57278,129915,11155,1965,10659,8980,38417
1799,2023-12-05,219798,3302,43486,162829,234592,251648,58059,135152,9440,1999,8834,8980,37387
1800,2023-12-06,222373,3124,42844,166493,240022,260962,59617,136859,9502,2306,9197,9515,37712
1801,2023-12-07,221706,3083,42648,165729,237908,257507,60404,136029,11205,3162,12218,9597,40129
1802,2023-12-08,226631,3018,45782,243298,246761,263425,67467,141735,12514,4011,14825,9810,45722
1803,2023-12-09,162397,2565,41780,137022,198646,160538,55417,94783,12002,4518,14999,9010,30219
1804,2023-12-10,156771,3447,44874,129807,189157,146307,55027,92218,11982,3813,15157,7991,30291
1805,2023-12-11,185599,2812,42615,151346,228886,215770,60232,129587,11611,2884,11202,9253,38159
1806,2023-12-12,218665,2615,43974,163424,229422,250993,58386,134679,10601,1999,9591,9299,37246
1807,2023-12-13,223170,2274,43540,161783,232067,252973,55103,134295,9822,2478,9507,9417,34233
1808,2023-12-14,220466,2995,41218,159575,228167,243813,55364,130374,11374,3848,11647,9857,36351
1809,2023-12-15,216371,2699,43711,169157,231037,238620,57597,131139,13147,4389,13888,9975,39524
1810,2023-12-16,157848,2120,39290,117347,187170,149150,50605,88673,12584,4567,12886,9151,26521
1811,2023-12-17,155188,1942,43112,107590,174998,136255,50449,81925,12796,4842,14654,8603,27481
1812,2023-12-18,208852,2182,41260,154378,221001,231376,58056,125784,12572,4651,12962,9569,37892
1813,2023-12-19,208038,1768,41252,157400,229228,243310,58686,130286,12429,4372,10867,9663,36833
1814,2023-12-20,211332,1969,41442,159376,234192,243860,59167,130264,12593,4689,13030,9850,38987
1815,2023-12-21,202995,1839,40984,156390,226323,235833,58541,127892,13036,5468,15906,9994,40561
1816,2023-12-22,198824,1754,40057,156009,222417,224242,60866,123891,13810,5499,17184,9991,44654
1817,2023-12-23,151159,1795,38531,126178,199294,179219,57465,97450,13076,5680,14354,9564,31986
1818,2023-12-24,144448,1716,42847,126020,222539,184568,68843,105650,12876,5794,13353,9405,31561
1819,2023-12-25,129313,1324,38642,112249,196188,144255,56232,93677,13065,5827,15624,9530,30303
1820,2023-12-26,180751,1502,40543,136939,199957,203335,55672,110624,12835,4470,14706,9658,35788
1821,2023-12-27,187003,1646,40460,142064,213104,215793,55830,117196,12487,4367,12923,9806,35221
1822,2023-12-28,184187,1728,42015,141124,209894,211994,57203,115891,12993,4705,13972,9998,35362
1823,2023-12-29,181200,1765,43098,141251,209228,207230,57407,113962,13144,4794,14732,9974,37690
1824,2023-12-30,141226,2304,39687,110788,178415,145818,53934,84225,12928,4784,15286,9384,29401
1825,2023-12-31,147295,2584,45916,149183,262265,200627,79585,120685,12869,4818,14326,8475,31555
1826,2024-01-01,136143,2205,41204,103076,159042,130595,51696,79011,13373,4833,16122,7848,37859
1827,2024-01-02,211276,2759,44580,153716,217041,237751,57332,129116,11660,2083,10889,8753,37644
1828,2024-01-03,216100,2580,44010,157042,224466,246491,56375,133884,9894,1661,9418,8792,35598
1829,2024-01-04,216825,2275,42888,155018,221020,243042,55223,131962,9114,2386,10411,8935,35054
1830,2024-01-05,213952,2890,43740,156007,223298,237731,57190,130901,10876,3095,11630,9436,36900
1831,2024-01-06,150272,2904,38130,105102,158047,132972,44585,80745,10824,3871,10828,8505,21977
1832,2024-01-07,137987,2029,40584,90321,133496,110222,39254,64358,11295,3313,11849,7178,22097
1833,2024-01-08,218660,2756,42703,161338,222628,239274,56278,132196,9317,1797,9593,8560,36295
1834,2024-01-09,220494,2241,43430,165949,237427,253414,56917,140539,7867,1618,10034,8451,36193
1835,2024-01-10,223969,1971,39003,167526,236495,256824,57709,139065,8659,1702,10876,8472,36224
1836,2024-01-11,222546,3108,38917,167341,233742,252494,59613,137389,9821,2718,12126,8875,37057
1837,2024-01-12,221399,2840,40081,171423,239607,250510,61195,137321,11509,3354,13229,9401,41669
1838,2024-01-13,155304,2250,35969,131116,176910,145906,48575,88603,10824,4184,11651,8772,24100
1839,2024-01-14,145903,2242,39548,101780,152481,122902,44741,74405,11243,3137,13873,7174,24750
1840,2024-01-15,218208,2438,41749,160979,223369,241545,56945,131468,10319,1994,10232,8578,37105
1841,2024-01-16,222249,2447,42905,165856,235086,258528,57168,138316,8246,1691,9278,8399,39001
1842,2024-01-17,227029,2352,43500,167244,239571,261518,57981,140181,7973,1873,8813,8367,37155
1843,2024-01-18,222386,2022,43433,165975,235011,256519,59204,137630,10218,2850,10672,8941,37480
1844,2024-01-19,222875,2650,44879,167326,239872,250623,59954,136987,11663,3538,12833,9496,40680
1845,2024-01-20,157748,2114,39343,112232,176577,143735,46208,86507,11668,4486,11516,9061,26634
1846,2024-01-21,146405,1913,40929,97180,153555,122746,42970,73060,11351,3481,11752,7340,26102
1847,2024-01-22,217191,1949,44212,163130,229585,249564,57633,134500,10333,2049,10411,8792,39262
1848,2024-01-23,217982,2242,44391,171129,245175,271194,59663,141930,9872,1797,9766,8893,42740
1849,2024-01-24,231893,2273,43240,175617,255701,274327,62053,150582,11917,3185,14733,9262,77381
1850,2024-01-25,148247,1761,40736,99739,160884,131578,41704,81255,11546,3993,12281,9811,89320
1851,2024-01-26,204935,2479,45430,157017,226106,231260,59550,127930,12278,3852,12594,9975,45051
1852,2024-01-27,151488,2230,40089,114892,170826,138859,47548,82374,12133,4931,12674,9172,28465
1853,2024-01-28,141146,2070,41601,96029,147205,119092,42535,69747,12951,3802,13476,7777,29417
1854,2024-01-29,219255,2449,44221,164224,232469,248727,59158,134653,10923,2321,10560,8852,38817
1855,2024-01-30,218058,2279,44764,168871,244641,263233,59925,140745,9042,1817,9409,8860,38344
1856,2024-01-31,226222,2292,45348,171748,255045,268155,63215,144011,9612,2295,9478,9257,38435
